ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us
shm_ablation,adaptive,64,100000,0.237277,0.234,0.273,0.296,1.074,0.23593,0.238625
shm_ablation,adaptive,256,100000,0.238847,0.23,0.266,0.336,1.31301,0.237908,0.239786
shm_ablation,adaptive,1024,100000,0.506226,0.487,0.55,0.647,2.755,0.504852,0.5076
shm_ablation,adaptive,4096,50000,1.24024,1.224,1.282,1.346,3.525,1.23902,1.24146
shm_ablation,adaptive,16384,20000,4.10977,4.069,4.184,4.513,6.75805,4.1044,4.11513
shm_ablation,adaptive,65536,10000,13.1839,13.042,13.532,15.4961,17.3612,13.166,13.2018
shm_ablation,adaptive,262144,5000,31.5681,31.147,33.0983,35.6231,48.9442,31.5302,31.6059
shm_ablation,adaptive,1048576,2000,154.804,152.291,162.475,172.091,221.482,154.537,155.071
