ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us
shm_io_uring,io_uring,64,100000,4.43056,4.371,4.524,6.09704,7.71301,4.42815,4.43296
shm_io_uring,io_uring,256,100000,4.57987,4.423,4.653,6.06501,7.98101,4.41004,4.74969
shm_io_uring,io_uring,1024,100000,4.79036,4.712,4.993,6.757,8.385,4.78765,4.79307
shm_io_uring,io_uring,4096,50000,5.36637,5.295,5.473,6.9341,8.62706,5.359,5.37375
shm_io_uring,io_uring,16384,20000,7.79785,7.658,8.211,10.083,11.4291,7.79057,7.80513
shm_io_uring,io_uring,65536,10000,16.2882,16.128,16.8471,18.904,30.1127,16.1701,16.4062
shm_io_uring,io_uring,262144,5000,34.6788,34.126,36.4131,39.6183,62.0472,34.6294,34.7283
shm_io_uring,io_uring,1048576,2000,158.198,155.654,162.731,174.202,222.392,157.34,159.056
