ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us
shm_ablation,busy_poll,64,100000,0.249285,0.245,0.266,0.32101,1.774,0.248612,0.249958
shm_ablation,busy_poll,256,100000,0.281878,0.259,0.334,0.424,1.52101,0.281103,0.282652
shm_ablation,busy_poll,1024,100000,0.547159,0.539,0.575,0.612,2.816,0.546469,0.547849
shm_ablation,busy_poll,4096,50000,1.27878,1.272,1.332,1.4,3.608,1.27736,1.2802
shm_ablation,busy_poll,16384,20000,4.09264,4.071,4.169,4.45103,6.583,4.0892,4.09608
shm_ablation,busy_poll,65536,10000,13.046,12.957,13.447,15.4031,16.81,13.0353,13.0567
shm_ablation,busy_poll,262144,5000,32.0318,31.665,33.512,36.0081,51.259,31.9913,32.0723
shm_ablation,busy_poll,1048576,2000,155.282,152.483,162.574,180.977,219.849,154.962,155.602
