ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us
shm_ablation,spin_backoff,64,100000,0.494937,0.418,0.736,0.791,2.37802,0.493587,0.496286
shm_ablation,spin_backoff,256,100000,0.459651,0.408,0.725,0.779,2.673,0.457923,0.461379
shm_ablation,spin_backoff,1024,100000,0.700333,0.787,0.828,0.882,2.805,0.69924,0.701425
shm_ablation,spin_backoff,4096,50000,1.49784,1.483,1.54,1.719,3.767,1.49657,1.4991
shm_ablation,spin_backoff,16384,20000,4.35738,4.329,4.386,4.71901,6.86903,4.35467,4.36008
shm_ablation,spin_backoff,65536,10000,13.3295,13.319,13.6791,15.752,17.0281,13.3193,13.3396
shm_ablation,spin_backoff,262144,5000,31.9914,31.4505,33.6521,36.7877,54.859,31.9471,32.0357
shm_ablation,spin_backoff,1048576,2000,152.993,149.839,161.158,178.467,212.261,152.661,153.325
