ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us
pipe,n/a,64,100000,3.30152,3.278,3.402,4.36902,6.39701,3.29903,3.304
pipe,n/a,256,100000,3.28335,3.273,3.359,4.20701,6.13701,3.28132,3.28538
pipe,n/a,1024,100000,3.51487,3.432,3.669,4.537,6.717,3.47707,3.55268
pipe,n/a,4096,50000,3.9539,3.898,4.067,5.19503,7.07301,3.95094,3.95686
pipe,n/a,16384,20000,7.3575,7.247,7.6701,9.51201,11.235,7.34447,7.37053
pipe,n/a,65536,10000,19.8335,19.627,20.4321,22.7571,29.736,19.8139,19.8531
pipe,n/a,262144,5000,64.105,60.3465,64.5224,72.0009,1328.85,62.044,66.166
pipe,n/a,1048576,2000,262.956,260.747,269.092,289.64,371.355,262.589,263.323
