ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us,status
shm_ablation,adaptive,64,100000,0.362667,0.345,0.439,0.505,1.18901,0.360914,0.364419,ok
shm_ablation,adaptive,256,100000,0.468927,0.44,0.619,0.713,1.09301,0.467653,0.470201,ok
shm_ablation,adaptive,1024,100000,0.978701,0.954,1.055,1.257,3.12201,0.977184,0.980218,ok
shm_ablation,adaptive,4096,50000,2.27052,2.263,2.339,2.422,5.07202,2.26912,2.27191,ok
shm_ablation,adaptive,16384,20000,7.46679,7.436,7.52,7.84701,10.505,7.46326,7.47031,ok
shm_ablation,adaptive,65536,10000,23.8577,23.888,24.006,25.829,27.3001,23.845,23.8704,ok
shm_ablation,adaptive,262144,5000,56.9834,56.715,57.689,61.3082,65.6636,56.9523,57.0145,ok
shm_ablation,adaptive,1048576,2000,282.83,278.976,288.36,300.819,314.115,280.134,285.525,ok
