wakeup_variant,regime,message_size_bytes,run,throughput_gbps,avg_latency_us,stddev_us,p50_us,p95_us,p99_us,p999_us,wakeup_latency_p50_us,wakeup_latency_p99_us,wakeups_triggered,cpu_us_per_msg
adaptive,unknown,64,1,0.0343292,2.87429,0.503078,2.944,3.466,3.729,6.791,45.377,46.314,4096,1.07693
adaptive,unknown,64,2,0.0343312,2.919,1.58632,2.936,3.471,3.802,21.823,45.371,46.287,4101,1.07583
adaptive,unknown,64,3,0.0343111,3.01387,4.99575,2.945,3.473,3.807,26.496,45.37,46.465,4096,1.07616
adaptive,unknown,64,4,0.0343097,3.01832,4.33057,2.977,3.576,3.878,12.971,45.33,46.372,4099,1.07539
adaptive,unknown,64,5,0.0343254,2.95729,1.93,2.95,3.518,3.965,49.532,45.331,46.611,4100,1.07635
adaptive,unknown,64,6,0.0340191,3.22579,17.0948,2.956,3.491,3.898,51.818,45.359,46.975,4120,1.07567
adaptive,unknown,64,7,0.0341024,2.92398,1.60584,2.946,3.499,3.83,25.76,45.396,46.851,4104,1.07578
adaptive,unknown,64,8,0.0343378,2.95428,1.9642,2.946,3.505,3.84,49.985,45.369,46.438,4098,1.07528
adaptive,unknown,64,9,0.0343279,2.92546,1.65578,2.938,3.485,3.877,19.747,45.377,46.586,4100,1.07563
adaptive,unknown,64,10,0.0343273,2.98502,1.96354,2.978,3.567,3.861,49.396,45.349,46.487,4099,1.07528
adaptive,unknown,64,11,0.0343083,3.01595,5.48327,2.969,3.495,3.808,39.597,45.358,46.274,4101,1.07605
adaptive,unknown,64,12,0.032975,7.85886,104.679,2.997,3.706,5.496,1888.9,45.373,48.022,4090,1.07495
adaptive,unknown,64,13,0.03432,2.94373,2.06289,2.934,3.489,3.808,49.777,45.317,46.215,4099,1.07646
adaptive,unknown,64,14,0.0343315,2.98024,2.04971,2.97,3.542,3.856,49.81,45.357,46.412,4101,1.07572
adaptive,unknown,64,15,0.0343278,2.86555,0.483522,2.942,3.447,3.679,4.959,45.391,46.369,4096,1.07675
adaptive,unknown,256,1,0.137354,3.42053,0.788446,3.494,4.092,4.533,16.668,44.891,45.618,1024,1.09711
adaptive,unknown,256,2,0.137262,3.38888,0.988273,3.461,4.032,4.307,13.145,44.875,45.693,1024,1.09636
adaptive,unknown,256,3,0.137313,3.39141,0.687294,3.475,4.057,4.44,7.409,44.879,45.699,1024,1.09819
adaptive,unknown,256,4,0.137359,3.3776,0.576261,3.475,4.035,4.342,10.124,44.861,45.495,1024,1.09619
adaptive,unknown,256,5,0.137314,3.37505,0.516585,3.476,4.04,4.311,5.378,44.87,45.568,1024,1.09734
adaptive,unknown,256,6,0.137258,3.43553,0.950927,3.505,4.105,4.441,14.677,44.839,45.8,1024,1.09857
adaptive,unknown,256,7,0.137409,3.38784,0.510924,3.486,4.055,4.338,6.519,44.832,45.478,1024,1.09648
adaptive,unknown,256,8,0.137308,3.42294,0.59284,3.511,4.138,4.506,6.56,44.843,45.865,1024,1.09715
adaptive,unknown,256,9,0.137288,3.47991,1.95257,3.503,4.113,5.097,12.402,44.851,45.993,1024,1.09665
adaptive,unknown,256,10,0.137335,3.38879,0.661605,3.482,4.055,4.325,6.61,44.865,45.794,1025,1.09611
adaptive,unknown,256,11,0.137224,3.42435,0.824722,3.495,4.092,4.546,13.385,44.878,45.961,1024,1.09785
