ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us,status
shm_io_uring,io_uring,64,100000,8.29921,7.94,8.5711,13.307,21.937,8.21321,8.38521,ok
shm_io_uring,io_uring,256,100000,8.36984,8.133,8.473,11.417,18.104,8.29288,8.44681,ok
shm_io_uring,io_uring,1024,100000,8.71911,8.416,8.914,12.332,21.012,8.63468,8.80355,ok
shm_io_uring,io_uring,4096,50000,10.7216,10.005,11.6951,20.5102,32.62,10.5449,10.8982,ok
shm_io_uring,io_uring,16384,20000,14.7499,14.3075,15.0261,20.3567,40.1537,14.6117,14.8882,ok
shm_io_uring,io_uring,65536,10000,28.9956,28.0225,29.8561,37.023,57.9336,28.2954,29.6958,ok
shm_io_uring,io_uring,262144,5000,91.6673,77.3485,104.823,270.383,2908.69,87.8196,95.5151,ok
shm_io_uring,io_uring,1048576,2000,286.094,283.021,292.857,327.954,373.393,285.594,286.594,ok
