ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us,status
shm_ablation,spin_backoff,64,100000,0.84617,0.727,1.284,1.317,1.82305,0.844365,0.847974,ok
shm_ablation,spin_backoff,256,100000,0.835143,0.725,1.351,1.469,1.538,0.83327,0.837015,ok
shm_ablation,spin_backoff,1024,100000,1.22309,1.41,1.486,1.698,3.707,1.22109,1.22509,ok
shm_ablation,spin_backoff,4096,50000,2.66204,2.669,2.74,2.947,5.474,2.65994,2.66414,ok
shm_ablation,spin_backoff,16384,20000,7.88263,7.885,7.931,8.39701,10.7971,7.87847,7.88679,ok
shm_ablation,spin_backoff,65536,10000,24.1554,24.203,24.2931,25.9392,27.9245,24.1414,24.1693,ok
shm_ablation,spin_backoff,262144,5000,57.2026,56.994,57.6373,60.6001,67.8543,57.1767,57.2285,ok
shm_ablation,spin_backoff,1048576,2000,269.596,267.366,276.029,285.168,297.98,269.393,269.798,ok
