ipc_type,wakeup_variant,message_size_bytes,n_rounds,mean_us,median_us,p90_us,p99_us,p999_us,ci95_lo_us,ci95_hi_us,status
shm_io_uring_sqpoll,io_uring_sqpoll,64,100000,13.8155,6.9115,7.051,9.417,1485.06,13.2455,14.3855,ok
shm_io_uring_sqpoll,io_uring_sqpoll,256,100000,13.8701,6.865,7.0005,9.42651,1464.44,13.2973,14.4428,ok
shm_io_uring_sqpoll,io_uring_sqpoll,1024,100000,14.1534,7.0295,7.17,9.71611,1476.56,13.5826,14.7242,ok
shm_io_uring_sqpoll,io_uring_sqpoll,4096,50000,15.4386,7.59,7.9021,10.7865,1518.78,14.5859,16.2912,ok
shm_io_uring_sqpoll,io_uring_sqpoll,16384,20000,19.443,9.6665,10,13.2512,1473.84,17.9743,20.9118,ok
shm_io_uring_sqpoll,io_uring_sqpoll,65536,10000,28.5883,14.2615,15.1501,818.708,1623.41,26.0349,31.1417,ok
shm_io_uring_sqpoll,io_uring_sqpoll,262144,5000,67.9238,33.989,36.3209,1296.84,1677.08,62.5083,73.3392,ok
shm_io_uring_sqpoll,io_uring_sqpoll,1048576,2000,282.603,145.616,819.006,1773.44,1938.18,266.132,299.073,ok
